beat_index;bar;beat_in_bar;time_s;strength;strength_norm;accent;section;active_line_id;nearest_line_id;nearest_line_offset_ms
377;94;2;166.417415;3.096828;0.0377;light;chorus_2;085;085;436
378;94;3;166.858594;13.134388;0.6955;medium;chorus_2;085;086;-135
379;94;4;167.322993;8.799619;0.4115;light;chorus_2;086;086;329
380;95;1;167.764172;10.718336;0.5372;strong;chorus_2;086;086;770
381;95;2;168.205351;6.870850;0.2851;light;chorus_2;086;087;-355
382;95;3;168.646531;14.519108;0.7863;strong;chorus_2;087;087;87
383;95;4;169.087710;13.589062;0.7253;medium;chorus_2;087;088;-375
384;96;1;169.528889;11.252890;0.5722;strong;chorus_2;088;088;66
385;96;2;169.993288;3.676500;0.0757;light;chorus_2;088;089;-373
386;96;3;170.434467;4.996806;0.1623;light;chorus_2;089;089;68
387;96;4;170.875646;1.469613;0.0000;light;chorus_2;089;089;510
388;97;1;171.293605;20.032368;1.0000;strong;chorus_2;089;090;-608
389;97;2;171.758005;1.294537;0.0000;light;chorus_2;089;090;-144
390;97;3;172.222404;5.648433;0.2050;light;bridge;091;091;94
391;97;4;172.663583;2.885925;0.0239;light;bridge;091;091;536
392;98;1;173.104762;6.526169;0.2625;strong;bridge;091;092;-649
393;98;2;173.545941;5.201647;0.1757;light;bridge;091;092;-208
394;98;3;174.010340;7.191244;0.3061;light;bridge;092;092;256
395;98;4;174.428299;4.691009;0.1422;light;bridge;092;092;674
396;99;1;174.869478;1.658597;0.0000;strong;bridge;092;093;-691
397;99;2;175.310658;0.410308;0.0000;light;bridge;092;093;-249
398;99;3;175.775057;5.001620;0.1626;light;bridge;093;093;215
399;99;4;176.193016;4.136061;0.1058;light;bridge;093;093;633
400;100;1;176.634195;14.490973;0.7844;strong;bridge;093;094;-698
401;100;2;177.098594;6.219641;0.2424;light;bridge;093;094;-233
402;100;3;177.539773;12.420635;0.6487;medium;bridge;094;094;208
403;100;4;177.980952;6.347322;0.2508;light;bridge;094;094;649
404;101;1;178.422132;11.533590;0.5906;strong;bridge;094;095;-594
405;101;2;178.886531;0.500894;0.0000;light;bridge;094;095;-129
406;101;3;179.327710;4.966569;0.1603;light;bridge;095;095;312
407;101;4;179.768889;8.914664;0.4190;light;bridge;095;095;753
408;102;1;180.210068;12.633018;0.6627;strong;bridge;095;096;-578
409;102;2;180.651247;4.589437;0.1356;light;bridge;095;096;-137
410;102;3;181.092426;12.765067;0.6713;medium;bridge;096;096;304
411;102;4;181.533605;3.238083;0.0470;light;bridge;096;096;746
412;103;1;181.974785;9.751458;0.4738;strong;bridge;096;097;-585
413;103;2;182.415964;7.007115;0.2940;light;bridge;096;097;-144
414;103;3;182.880363;9.279164;0.4429;light;bridge;097;097;320
415;103;4;183.321542;6.122939;0.2360;light;bridge;097;097;762
416;104;1;183.762721;10.825022;0.5442;strong;bridge;097;097;1203
417;104;2;184.203900;16.139894;0.8925;strong;bridge;097;098;-856
418;104;3;184.691519;2.538014;0.0011;light;bridge;097;098;-368
419;104;4;185.179138;5.476895;0.1937;light;bridge;098;098;119
420;105;1;185.643537;0.000000;0.0000;strong;bridge;098;098;584
421;105;2;186.107937;2.128486;0.0000;light;bridge;098;098;1048
422;105;3;186.572336;5.391310;0.1881;light;bridge;098;099;-988
423;105;4;187.013515;10.460453;0.5203;medium;bridge;098;099;-546
424;106;1;187.477914;0.000000;0.0000;strong;bridge;098;099;-82
425;106;2;187.942313;1.253656;0.0000;light;shout;100;100;190
426;106;3;188.406712;15.470001;0.8486;strong;shout;100;101;-38
427;106;4;188.847891;6.712939;0.2747;light;verse_3;102;102;211
428;107;1;189.312290;0.900471;0.0000;strong;verse_3;102;102;675
429;107;2;189.753469;6.613535;0.2682;light;verse_3;102;103;-345
430;107;3;190.217868;4.398977;0.1231;light;verse_3;103;103;120
431;107;4;190.635828;10.299704;0.5098;medium;verse_3;103;103;538
432;108;1;191.077007;8.361982;0.3828;strong;verse_3;103;104;-483
433;108;2;191.518186;10.231305;0.5053;medium;verse_3;103;104;-42
434;108;3;191.959365;3.276261;0.0495;light;verse_3;104;104;399
435;108;4;192.400544;17.839016;1.0000;strong;verse_3;104;105;-817
436;109;1;192.841723;21.913820;1.0000;strong;verse_3;104;105;-376
437;109;2;193.306122;4.001661;0.0970;light;verse_3;105;105;88
438;109;3;193.747302;0.000000;0.0000;light;verse_3;105;105;529
439;109;4;194.165261;19.903751;1.0000;strong;verse_3;105;106;-895
440;110;1;194.629660;12.035543;0.6235;strong;verse_3;105;106;-430
441;110;2;195.070839;11.777457;0.6066;medium;verse_3;106;106;11
442;110;3;195.512018;12.200581;0.6343;medium;verse_3;106;106;452
443;110;4;195.976417;8.108664;0.3662;light;verse_3;106;107;-834
444;111;1;196.417596;10.927309;0.5509;strong;verse_3;106;107;-392
445;111;2;196.858776;5.653586;0.2053;light;verse_3;107;107;49
446;111;3;197.299955;7.675675;0.3378;light;verse_3;107;107;490
447;111;4;197.741134;12.228627;0.6362;medium;verse_3;107;108;-819
448;112;1;198.182313;16.489990;0.9154;strong;verse_3;107;108;-378
449;112;2;198.623492;10.371805;0.5145;medium;verse_3;108;108;63
450;112;3;199.064671;9.049417;0.4278;light;verse_3;108;108;505
451;112;4;199.505850;9.243057;0.4405;light;verse_3;108;108;946
452;113;1;199.970249;14.071308;0.7569;strong;verse_3;108;108;1410
453;113;2;200.388209;8.338028;0.3812;light;verse_3;108;109;-1172
454;113;3;200.782948;0.000000;0.0000;light;verse_3;108;109;-777
455;113;4;201.177687;0.000000;0.0000;light;verse_3;108;109;-382
456;114;1;201.549206;4.701325;0.1429;strong;verse_3;108;109;-11
457;114;2;201.967166;15.567814;0.8550;strong;verse_3;109;109;407
458;114;3;202.431565;10.121004;0.4980;medium;verse_3;109;109;872
459;114;4;202.872744;3.062497;0.0355;light;verse_3;109;109;1313
460;115;1;203.313923;11.878767;0.6132;strong;verse_3;109;110;-1246
461;115;2;203.755102;16.091709;0.8893;strong;verse_3;109;110;-805
462;115;3;204.196281;8.046730;0.3621;light;verse_3;109;110;-364
463;115;4;204.660680;7.872325;0.3507;light;verse_3;110;110;101
464;116;1;205.078639;14.044559;0.7552;strong;verse_3;110;110;519
465;116;2;205.543039;14.826485;0.8064;strong;verse_3;110;110;983
466;116;3;205.984218;13.995050;0.7519;medium;verse_3;110;111;-842
467;116;4;206.425397;11.548360;0.5916;medium;verse_3;110;111;-401
468;117;1;206.866576;9.732996;0.4726;strong;verse_3;111;111;41
469;117;2;207.307755;10.810869;0.5433;medium;verse_3;111;111;482
470;117;3;207.748934;11.506852;0.5889;medium;verse_3;111;111;923
471;117;4;208.213333;5.715560;0.2094;light;verse_3;111;112;-878
472;118;1;208.654512;3.594850;0.0704;strong;verse_3;111;112;-436
473;118;2;209.095692;3.854538;0.0874;light;verse_3;112;112;5
474;118;3;209.536871;7.606501;0.3333;light;verse_3;112;112;446
475;118;4;209.978050;7.782879;0.3448;light;verse_3;112;112;887
476;119;1;210.442449;10.230046;0.5052;strong;verse_3;112;113;-538
477;119;2;210.883628;5.148181;0.1722;light;verse_3;112;113;-96
478;119;3;211.301587;22.870903;1.0000;strong;verse_3;113;113;322
479;119;4;211.742766;9.915561;0.4846;medium;verse_3;113;113;763
480;120;1;212.183946;16.358425;0.9068;strong;verse_3;113;114;-1061
481;120;2;212.648345;14.020073;0.7536;medium;verse_3;113;114;-597
482;120;3;213.089524;13.668916;0.7305;medium;verse_3;113;114;-155
483;120;4;213.530703;16.149725;0.8931;strong;final_chorus;114;115;-29
484;121;1;213.971882;16.957668;0.9461;strong;final_chorus;115;115;412
485;121;2;214.413061;13.127081;0.6950;medium;final_chorus;115;116;-90
486;121;3;214.854240;12.706606;0.6675;medium;final_chorus;116;116;351
487;121;4;215.318639;10.543437;0.5257;medium;final_chorus;116;117;-128
488;122;1;215.759819;14.026440;0.7540;strong;final_chorus;117;117;313
489;122;2;216.200998;13.534471;0.7217;medium;final_chorus;117;118;-661
490;122;3;216.642177;13.914888;0.7467;medium;final_chorus;117;118;-220
491;122;4;217.083356;6.717430;0.2750;light;final_chorus;118;118;221
492;123;1;217.524535;14.795035;0.8043;strong;final_chorus;118;119;-186
493;123;2;217.965714;10.518393;0.5241;medium;final_chorus;119;119;255
494;123;3;218.430113;8.733047;0.4071;light;final_chorus;119;120;-130
495;123;4;218.871293;8.944548;0.4209;light;final_chorus;120;120;311
496;124;1;219.312472;8.277756;0.3773;strong;final_chorus;120;120;752
497;124;2;219.753651;11.890257;0.6140;medium;final_chorus;120;121;-350
498;124;3;220.194830;12.706888;0.6675;medium;final_chorus;121;121;91
499;124;4;220.659229;5.048443;0.1656;light;final_chorus;121;122;-475
500;125;1;221.077188;15.013355;0.8186;strong;final_chorus;121;122;-57
501;125;2;221.541587;9.316713;0.4453;light;final_chorus;122;122;408
502;125;3;221.982766;10.977308;0.5542;medium;final_chorus;122;123;-180
503;125;4;222.423946;7.210168;0.3073;light;final_chorus;123;123;261
504;126;1;222.865125;12.321401;0.6422;strong;final_chorus;123;123;702
505;126;2;223.306304;14.460897;0.7824;strong;final_chorus;123;124;-401
506;126;3;223.747483;12.556112;0.6576;medium;final_chorus;124;124;40
507;126;4;224.211882;7.841822;0.3487;light;final_chorus;124;125;-422
508;127;1;224.653061;12.949911;0.6834;strong;final_chorus;125;125;19
509;127;2;225.094240;11.242302;0.5715;medium;final_chorus;125;125;460
510;127;3;225.535420;12.055571;0.6248;medium;final_chorus;125;126;-25
511;127;4;225.976599;3.760615;0.0812;light;final_chorus;126;126;417
512;128;1;226.417778;8.352512;0.3822;strong;final_chorus;126;126;858
513;128;2;226.858957;13.585762;0.7251;medium;final_chorus;126;127;-621
514;128;3;227.300136;13.481432;0.7183;medium;final_chorus;126;127;-180
515;128;4;227.764535;10.350016;0.5131;medium;final_chorus;127;127;285
516;129;1;228.205714;12.818693;0.6748;strong;final_chorus;127;128;-474
517;129;2;228.646893;8.719137;0.4062;light;final_chorus;127;128;-33
518;129;3;229.088073;8.724384;0.4065;light;final_chorus;128;128;408
519;129;4;229.529252;7.125558;0.3017;light;final_chorus;128;129;-351
520;130;1;229.970431;11.276861;0.5738;strong;final_chorus;129;129;90
521;130;2;230.411610;7.832558;0.3481;light;final_chorus;129;129;532
522;130;3;230.852789;10.814750;0.5435;medium;final_chorus;129;130;-707
523;130;4;231.317188;4.185412;0.1091;light;final_chorus;129;130;-243
524;131;1;231.758367;14.690239;0.7975;strong;final_chorus;130;130;198
525;131;2;232.199546;11.408611;0.5824;medium;final_chorus;130;131;-178
526;131;3;232.640726;12.450035;0.6507;medium;final_chorus;131;131;263
527;131;4;233.081905;5.264218;0.1798;light;final_chorus;131;132;-114
528;132;1;233.523084;12.092576;0.6272;strong;final_chorus;132;132;327
529;132;2;233.987483;9.811114;0.4777;light;final_chorus;132;133;-573
530;132;3;234.428662;11.074976;0.5606;medium;final_chorus;132;133;-131
531;132;4;234.869841;6.933458;0.2892;light;final_chorus;133;133;310
532;133;1;235.334240;4.714587;0.1438;strong;final_chorus;133;133;774
533;133;2;235.775420;5.109652;0.1696;light;final_chorus;133;134;-842
534;133;3;236.216599;7.451378;0.3231;light;final_chorus;133;134;-400
535;133;4;236.657778;3.747084;0.0804;light;final_chorus;134;134;41
536;134;1;237.098957;4.602033;0.1364;strong;final_chorus;134;134;482
537;134;2;237.540136;11.481726;0.5872;medium;final_chorus;134;134;923
538;134;3;237.981315;9.649013;0.4671;light;final_chorus;134;135;-579
539;134;4;238.422494;4.597316;0.1361;light;final_chorus;134;135;-138
540;135;1;238.863673;16.564241;0.9203;strong;final_chorus;135;135;304
541;135;2;239.304853;10.829331;0.5445;medium;final_chorus;135;135;745
542;135;3;239.746032;7.095756;0.2998;light;final_chorus;135;135;1186
543;135;4;240.210431;4.837791;0.1518;light;final_chorus;135;136;-850
544;136;1;240.651610;6.673639;0.2721;strong;final_chorus;135;136;-408
545;136;2;241.092789;8.782196;0.4103;light;final_chorus;136;136;33
546;136;3;241.533968;2.664441;0.0094;light;final_chorus;136;136;474
547;136;4;241.975147;4.782839;0.1482;light;final_chorus;136;136;915
548;137;1;242.416327;2.614182;0.0061;strong;final_chorus;136;137;-1144
549;137;2;242.857506;6.710320;0.2745;light;final_chorus;136;137;-702
550;137;3;243.298685;13.417954;0.7141;medium;final_chorus;136;137;-261
551;137;4;243.763084;6.280972;0.2464;light;outro;137;137;203
552;138;1;244.204263;5.495909;0.1950;strong;outro;138;138;233
553;138;2;244.645442;9.834177;0.4792;light;outro;138;138;674
554;138;3;245.086621;12.273126;0.6391;medium;outro;138;138;1116
555;138;4;245.527800;1.506260;0.0000;light;outro;138;139;-1237
556;139;1;245.968980;11.138434;0.5647;strong;outro;138;139;-796
557;139;2;246.410159;10.945848;0.5521;medium;outro;138;139;-355
558;139;3;246.874558;11.341049;0.5780;medium;outro;139;139;110
559;139;4;247.315737;5.961298;0.2255;light;outro;139;139;551
560;140;1;247.756916;7.784079;0.3449;strong;outro;139;139;992
561;140;2;248.198095;11.501865;0.5885;medium;outro;139;140;-1362
562;140;3;248.639274;15.138414;0.8268;strong;outro;139;140;-921
563;140;4;249.103673;2.859776;0.0222;light;outro;139;140;-456
564;141;1;249.544853;6.551002;0.2641;strong;outro;139;140;-15
565;141;2;249.986032;8.059649;0.3630;light;outro;140;140;426
566;141;3;250.427211;12.429806;0.6493;medium;outro;140;140;867
567;141;4;250.868390;6.300555;0.2477;light;outro;140;140;1308
568;142;1;251.309569;10.364310;0.5140;strong;outro;140;140;1750
569;142;2;251.750748;8.451955;0.3887;light;outro;140;141;-1309
570;142;3;252.191927;14.849996;0.8079;strong;outro;140;141;-868
571;142;4;252.656327;5.573503;0.2000;light;outro;140;141;-404
572;143;1;253.097506;9.476147;0.4558;strong;outro;141;141;38
573;143;2;253.538685;12.636475;0.6629;medium;outro;141;141;479
574;143;3;253.979864;13.641726;0.7288;medium;outro;141;141;920
575;143;4;254.444263;5.200810;0.1756;light;outro;141;141;1384
576;144;1;254.885442;4.542177;0.1325;strong;outro;141;142;-1675
577;144;2;255.303401;9.089576;0.4305;light;outro;141;142;-1257
578;144;3;255.744580;13.372231;0.7111;medium;outro;141;142;-815
579;144;4;256.208980;8.619888;0.3997;light;outro;141;142;-351
580;145;1;256.650159;5.567471;0.1996;strong;dandi_spoken;142;142;90
581;145;2;257.091338;6.037642;0.2305;light;dandi_spoken;143;143;245
582;145;3;257.532517;5.763562;0.2125;light;dandi_spoken;143;143;687
583;145;4;257.973696;9.004218;0.4249;light;dandi_spoken;143;144;-586
584;146;1;258.414875;6.830089;0.2824;strong;dandi_spoken;143;144;-145
585;146;2;258.856054;0.958597;0.0000;light;dandi_spoken;144;144;296
586;146;3;259.320454;3.133633;0.0402;light;dandi_spoken;144;144;760
587;146;4;259.761633;16.437145;0.9119;strong;dandi_spoken;144;145;-741
588;147;1;260.202812;15.101320;0.8244;strong;dandi_spoken;144;145;-300
589;147;2;260.667211;0.000000;0.0000;light;dandi_spoken;145;145;164
590;147;3;261.108390;0.000000;0.0000;light;dandi_spoken;145;145;605
591;147;4;261.549569;0.386597;0.0000;light;dandi_spoken;145;146;-1010
592;148;1;261.990748;8.674875;0.4033;strong;dandi_spoken;145;146;-569
593;148;2;262.431927;8.764029;0.4091;light;dandi_spoken;145;146;-128
594;148;3;262.873107;8.938370;0.4205;light;fade;146;146;313
595;148;4;263.314286;4.728728;0.1447;light;fade;146;146;754
596;149;1;263.755465;7.220239;0.3080;strong;fade;146;146;1195
597;149;2;264.219864;6.278098;0.2462;light;fade;146;146;1660
598;149;3;264.661043;5.724079;0.2099;light;fade;146;146;2101
599;149;4;265.102222;6.815118;0.2814;light;fade;146;146;2542
600;150;1;265.543401;4.706423;0.1432;strong;fade;146;146;2983
601;150;2;265.984580;7.886210;0.3516;light;fade;146;146;3425
602;150;3;266.425760;14.009947;0.7529;medium;fade;146;146;3866
603;150;4;266.866939;12.831549;0.6757;medium;fade;146;146;4307
604;151;1;267.308118;19.282181;1.0000;strong;fade;146;147;-4277
605;151;2;267.749297;17.611982;0.9889;strong;fade;146;147;-3836
606;151;3;268.190476;13.222328;0.7013;medium;fade;146;147;-3395
607;151;4;268.654875;8.580757;0.3971;light;fade;146;147;-2930
608;152;1;269.096054;12.156069;0.6314;strong;fade;146;147;-2489
609;152;2;269.537234;14.290474;0.7713;medium;fade;146;147;-2048
610;152;3;269.978413;16.315392;0.9040;strong;fade;146;147;-1607
611;152;4;270.419592;8.710275;0.4056;light;fade;146;147;-1165
612;153;1;270.860771;16.078274;0.8884;strong;fade;146;147;-724
613;153;2;271.301950;17.776478;0.9997;strong;fade;146;147;-283
614;153;3;271.743129;12.562417;0.6580;medium;end;147;147;158
615;153;4;272.184308;19.183025;1.0000;strong;end;147;147;599
616;154;1;272.648707;4.897054;0.1557;strong;end;147;147;1064
617;154;2;273.089887;7.223630;0.3082;light;end;147;147;1505
618;154;3;273.531066;11.780407;0.6068;medium;end;147;147;1946
619;154;4;273.972245;0.000000;0.0000;light;end;147;147;2387
